ext_id,price,discounted_price,ontology
3149,52,46.561514099778762,na>Health & Beauty>Body Cleanser>Body>Body Cleansers
2549,189,92.90876049384606,na>Health & Beauty>Fragrance>Fragrance>Eau De Parfum
2769,25,21.513747668813412,na>Health & Beauty>Body Lotion>Body>Body Lotions
2883,72,50.293224162183691,na>Health & Beauty>Face>Moisturisers
2941,41.5,38.966678918437069,na>Health & Beauty>Shampoo>Body>Shampoo
2725,14,11.53906853566199,na>Health & Beauty>Bath & Body>Body Cleanser
3383,143.5,115.77324500167569,na>Health & Beauty>Fragrance>Fragrance>Eau De Toilette
3495,179,123.6508767975178,na>Health & Beauty>Skincare>Face>Serum
2735,126,56.88740635588335,na>Health & Beauty>Face>Eye Care
3443,119,83.048851341905731,na>Health & Beauty>Make Up>Makeup>Eyeshadow
3214,63,58.245668781402415,Unisex>Health & Beauty>Body>Body Yogurt
3582,69,37.696251744599181,na>Health & Beauty>Make Up>Makeup>Foundation & Concealer
3470,169,143.06732755734441,na>Health & Beauty>Home Fragrance>Fragrance>Accessories
2581,41.5,17.608215165469431,na>Health & Beauty>Make Up>Makeup>Lip
3261,36.5,21.151612038771411,na>Health & Beauty>Bath & Body>Body Scrub
70,8.9000000000000004,7.334984994676427,Female>Health & Beauty
92618,101,58.249226731695572,Female>Health & Beauty>Fragrance>Fragrance>Eau De Parfum
77687,57,34.42677402578213,Female>Health & Beauty>Make Up>Makeup>Lip
99732,3,1.6667284977755763,Unisex>Health & Beauty>Bath & Body>Body Butter
65,80,62.317457513250176,Female>Health & Beauty
87371,99,44.96200955703668,Female>Health & Beauty>Make Up>Makeup>Foundation & Concealer
96085,3,2.3807830784078989,Female>Health & Beauty
98229,82,73.10682650523222,Female>Health & Beauty>Skincare>Face>Moisturisers
95220,29,26.990958773658882,Unisex>Health & Beauty>Bath & Body>Bubble Bath
EV029,-1,-0.70747950777890656,Male>Health & Beauty>Bath & Body
LYB_BRSet3,-1,-0.94158349474746372,Unisex>Health & Beauty>Bath & Body>Body Butter>Body Cleanser>Body Scrub>Hand Cream>Hand Wash
11774,35,20.663057501457349,Unisex>Health & Beauty>Lip Balm>Face>Lip Care
93598,89,49.441118646846064,Female>Health & Beauty>Make Up>Makeup>BB Cream
10060,369,273.31070847906773,Unisex>Health & Beauty>Bath & Body>Gift Ideas
97785,89,46.125711363594718,Female>Health & Beauty>Gift Ideas>Make Up
Set01_Blemish-freeSet,-1,-0.50972822101758197,Female>Health & Beauty>Skincare>Face>Moisturisers
Set02_ThePerfectBalanceSet,-1,-0.89166941116187226,Unisex>Health & Beauty>Skincare>Face>Moisturisers
Set07_GetThatGlowSet,-1,-0.92457694688069447,Female>Health & Beauty>Skincare>Face>Moisturisers
Set03_Keep-it-HydratedSet,-1,-0.46992342440212287,Female>Health & Beauty>Skincare>Face>Moisturisers
89574,135,107.61407729733759,Female>Health & Beauty>Bath & Body>Shower Gel
97783,109,73.45648651044624,Unisex>Health & Beauty>Gift Ideas
94137,84,53.527635566801074,Unisex>Health & Beauty>Bath & Body>Body Butter
88994,145,117.52061602056209,Male>Health & Beauty>Fragrance>Eau De Toilette
93932,239,107.34224545716678,Unisex>Health & Beauty>Face>Serum
97778,69,42.76871733069099,Unisex>Health & Beauty>Gift Ideas>Hand Cream
93796,95,70.776377587878756,Unisex>Health & Beauty>Bath & Body>Body Balm>Body Butter
13494,119,106.69289499852098,Unisex>Health & Beauty>Bath & Body>Gift Ideas
13624,42,18.768189284225766,Unisex>Health & Beauty>Bath & Body>Body Butter>Body Cleanser>Gift Ideas>Shower Cream
